player_name,Position,xg,shots,shots_on_target,goals_Other_Position
A. Bilow,CF,0.23,3,1,1
A. Bilow,LAMF,0.27,1,1,1
A. Bilow,"LCMF, RW",0.06,2,1,0
A. Bilow,"LW, CF",0.54,5,4,0
A. Bilow,"LW, RCMF3",0.26,3,0,0
A. Bilow,RAMF,0.41000000000000003,5,4,0
A. Bilow,"RAMF, RW",0.05,1,1,0
A. Bilow,"RW, CF",0.11,1,0,0
A. Camara,AMF,0.95,2,0,0
A. Camara,"AMF, CF",0.19,2,0,0
A. Camara,"AMF, CF, RAMF",0.76,1,1,1
A. Camara,CF,22.18,106,50,29
A. Camara,"CF, LW",0.75,3,2,1
A. Camara,"CF, LWB",0.46,2,1,1
A. Camara,"CF, RW",0.62,4,3,1
A. Camara,"RWF, CF",0.11,1,0,0
A. Hall,AMF,0.47,3,1,1
A. Hall,"AMF, CF",0.04,1,0,0
A. Hall,CF,0.02,1,0,0
A. Hall,"LW, CF",0.35,2,1,0
A. Hall,"RW, CF",0.05,2,1,0
A. Kato,CF,2.41,15,9,1
A. Narang,AMF,0.13,2,1,0
A. Narang,DMF,0.11,3,1,0
A. Narang,"DMF, LCMF",0.02,1,1,0
A. Narang,RCMF3,0.17,1,1,0
A. Ndrenika,AMF,0.25,2,0,0
A. Ndrenika,"AMF, LAMF",0.25,2,0,0
A. Ndrenika,"AMF, LCMF",0.25,3,3,1
A. Ndrenika,"AMF, LW",0.17,3,1,0
A. Ndrenika,"AMF, RDMF",0.0,1,0,0
A. Ndrenika,LAMF,0.2,2,1,0
A. Ndrenika,"LAMF, LDMF",0.29,2,1,0
A. Ndrenika,LCMF,0.5,6,1,1
A. Ndrenika,"LCMF, LW",0.01,1,0,0
A. Ndrenika,"LCMF, RCMF",0.15,2,2,0
A. Ndrenika,"LDMF, RAMF",0.02,1,0,0
A. Ndrenika,RCMF,0.38,5,3,1
A. Ndrenika,"RCMF, RW",0.38,2,2,0
A. Nitzl,"AMF, LDMF",0.01,1,0,0
A. Nitzl,"DMF, LB",0.06,1,0,0
A. Nitzl,"LB, RDMF",0.0,1,0,0
A. Nitzl,"LCB, RDMF",0.0,1,0,0
A. Nitzl,LCMF,0.08,2,0,0
A. Nitzl,LDMF,0.08,1,0,0
A. Nitzl,"LDMF, RB, RDMF",0.01,1,0,0
A. Nitzl,"LDMF, RDMF",0.0,1,0,0
A. Nitzl,RDMF,0.03,3,0,0
A. Ochoa,AMF,0.74,8,2,0
A. Ochoa,"AMF, CF",0.4,1,1,0
A. Ochoa,"AMF, CF, RWF",0.01,1,0,0
A. Ochoa,"AMF, LCMF",0.1,2,1,1
A. Ochoa,"AMF, LCMF, LDMF",0.08,1,1,1
A. Ochoa,"AMF, LDMF, RDMF",0.01,1,0,0
A. Ochoa,CF,1.7999999999999998,7,2,1
A. Ochoa,"CF, LAMF",0.4,4,2,0
A. Ochoa,"CF, LCMF",0.57,3,2,1
A. Ochoa,"CF, LCMF3",1.01,4,2,1
A. Ochoa,"CF, LCMF3, LWF",1.01,3,0,0
A. Ochoa,"CF, LW",0.06,2,1,0
A. Ochoa,"CF, RB, RCMF3, RW",0.26,3,2,1
A. Ochoa,"CF, RCMF, RW",0.36,3,0,0
A. Ochoa,"DMF, LW",0.26,3,1,0
A. Ochoa,"LAMF, LW, RW",0.16,1,1,0
A. Ochoa,"LAMF, RAMF",0.38,2,0,0
A. Ochoa,LCMF,0.04,2,2,0
A. Ochoa,"LCMF, LW",0.74,2,1,1
A. Ochoa,"LCMF, RAMF, RDMF",0.55,2,1,0
A. Ochoa,"LCMF, RCMF",0.97,5,3,2
A. Ochoa,"LCMF3, LWF",0.1,3,1,0
A. Ochoa,"LCMF3, RCMF",0.38,2,1,0
A. Ochoa,"LCMF3, RWF",0.05,1,1,0
A. Ochoa,LDMF,0.0,1,0,0
A. Ochoa,"LDMF, RDMF",0.02,1,0,0
A. Ochoa,"LW, RCMF",0.07,1,1,0
A. Ochoa,LWF,1.76,9,6,3
A. Ochoa,"LWF, RCMF, RWF",0.15,3,0,0
A. Ochoa,"LWF, RWF",0.05,1,0,0
A. Ochoa,"RCMF, RCMF3",0.0,1,0,0
A. Ochoa,"RCMF, RCMF3, RW",0.02,2,1,0
A. Ochoa,RWF,0.38999999999999996,4,2,1
A. Roberts,"CF, RW",0.36,1,1,0
A. Roberts,"LB, LCMF",0.03,1,0,0
A. Roberts,LCMF,0.15,3,0,0
A. Roberts,"LCMF, LW, RW",0.21,1,1,1
A. Roberts,"LCMF, RW",0.17,2,0,0
A. Roberts,"RAMF, RB",0.78,2,1,1
A. Roberts,"RB, RCMF",0.39,3,0,0
A. Samways,"LCMF, RCMF",0.05,2,0,0
A. Vovk,CF,1.5899999999999999,9,4,3
A. Vovk,"CF, LW",0.55,4,1,0
A. Vovk,"CF, RB",0.35,3,1,0
A.Awujo,CF,4.26,22,10,3
A.Awujo,"CF, RAMF",0.22,2,0,0
A.Awujo,"CF, RDMF",0.5,4,2,1
A.Awujo,"CF, RW",0.34,3,0,0
A.Awujo,LAMF,0.19,2,1,1
A.Awujo,"LAMF, RAMF",0.19,2,1,0
A.Awujo,"LAMF, RAMF, CF",0.19,2,0,0
A.Awujo,"LWF, RAMF, RW",0.95,3,1,1
A.Awujo,"LWF, RWF",1.4,6,2,1
A.Awujo,RAMF,1.46,4,2,0
A.Awujo,"RCMF, RW",0.01,1,0,0
A.Awujo,"RCMF3, RWF",0.01,1,0,0
A.Awujo,"RW, CF",0.14,2,1,0
B. Blevins,"AMF, LAMF, LCMF, RCMF",0.25,6,3,0
B. Blevins,"AMF, LCMF",0.11,1,0,0
B. Blevins,"AMF, LW, RW",0.09,2,1,0
B. Blevins,"AMF, LWB",0.17,1,1,1
B. Blevins,"AMF, RCMF3",0.16,2,2,0
B. Blevins,CF,0.03,1,0,0
B. Blevins,"CF, RW",0.27,1,1,0
B. Blevins,DMF,0.23,1,0,0
B. Blevins,LAMF,0.56,4,2,2
B. Blevins,"LAMF, LW",0.35,3,2,0
B. Blevins,"LAMF, RAMF, RCMF3",0.0,1,0,0
B. Blevins,"LB, LW, LWF",0.87,3,2,1
B. Blevins,LCMF,0.060000000000000005,2,0,0
B. Blevins,"LCMF, LCMF3, LW, RW",0.1,3,1,0
B. Blevins,"LCMF, LW, RCMF",0.8200000000000001,3,1,1
B. Blevins,"LCMF, RCMF",0.18,6,1,1
B. Blevins,"LCMF, RCMF, RW",0.04,1,0,0
B. Blevins,LCMF3,0.05,1,1,0
B. Blevins,"LDMF, RCMF",0.01,2,0,0
B. Blevins,"LWB, LWF",0.03,2,0,0
B. Blevins,"LWB, RWF",0.33999999999999997,3,3,0
B. Blevins,RAMF,0.19,5,1,0
B. Blevins,"RAMF, RW",0.07,3,0,0
B. Blevins,RCMF3,0.2,3,1,0
B. Clagette,CF,2.42,11,3,2
B. Clagette,"CF, RB, RWF",0.04,1,1,0
B. Clagette,RAMF,0.57,5,2,1
B. Clagette,"RAMF, RB5",0.1,1,1,0
B. Clagette,"RCMF3, RW",0.11,1,1,0
B. Keating,CF,0.45,1,1,1
B. Keating,"CF, LWF",0.12,1,1,0
B. Keating,"CF, RAMF",0.01,1,0,0
B. LeBel,"DMF, LCB, LCB3",0.08,1,0,0
B. Liscum,"AMF, RAMF, RW",0.42,2,1,1
B. Liscum,CF,0.54,3,3,0
B. Liscum,"CF, RAMF",0.28,2,0,0
B. Liscum,LAMF,0.29,2,2,0
B. Liscum,"LAMF, LWB, RAMF",0.42,3,2,0
B. Liscum,LCMF,0.47,3,1,1
B. Liscum,LCMF3,0.17,1,1,0
B. Liscum,LDMF,0.29,1,1,0
B. Liscum,"LWF, RCMF3",0.16,2,0,0
B. Liscum,RAMF,0.14,1,1,1
B. Liscum,RCMF,0.22,2,0,0
B. Liscum,RCMF3,0.01,1,0,0
B. Madore,"AMF, CF",0.14,2,1,0
B. Madore,"AMF, RWB",0.07,1,1,0
B. Madore,CF,0.12,1,0,0
B. Soto,"AMF, CF",0.11,1,0,0
B. Soto,"AMF, LAMF, RAMF",0.09,4,2,0
B. Soto,"AMF, RAMF",0.1,1,0,0
B. Soto,CF,0.7,9,2,0
B. Soto,"CF, LCMF3",0.1,1,0,0
B. Soto,"CF, LWF, RWF",0.11,3,2,1
B. Soto,"CF, RAMF",0.21,2,2,1
B. Soto,"CF, RCMF3",0.11,2,2,1
B. Soto,"CF, RWF",0.56,4,2,1
B. Soto,"LAMF, RAMF",1.18,14,9,2
B. Soto,"LCMF, LW",0.22,3,1,0
B. Soto,"LCMF3, CF",0.13999999999999999,2,1,0
B. Soto,"LW, LWF, RWF",0.0,1,0,0
B. Soto,"LW, RW, CF",0.06,3,0,0
B. Soto,LWF,1.41,11,4,1
B. Soto,"LWF, RAMF, RWF",0.07,6,1,0
B. Soto,"LWF, RWF",0.76,12,6,0
B. Soto,RAMF,2.28,22,12,2
B. Soto,"RCMF3, RWF",0.12,2,2,0
B. Soto,"RW, RWF",0.07,1,1,0
B. Soto,RWF,2.82,32,12,2
C. Arce,"AMF, LDMF",0.0,1,0,0
C. Arce,DMF,0.04,1,0,0
C. Arce,"LCMF, RCMF",0.57,3,0,0
C. Arce,LDMF,0.05,1,0,0
C. Arce,"LDMF, RDMF",0.19,3,0,0
C. Arce,RCMF,1.77,6,2,1
C. Bruletti,"AMF, DMF",0.54,5,1,0
C. Bruletti,DMF,0.2,4,1,0
C. Bruletti,"DMF, LCMF3",0.2,1,0,0
C. Bruletti,"DMF, LCMF3, RCMF3",0.55,2,0,0
C. Bruletti,LCMF,0.17,4,1,0
C. Bruletti,"LCMF, RCMF",0.19,2,0,0
C. Bruletti,"LDMF, RDMF",0.76,1,1,1
C. Bruletti,RCMF,0.47000000000000003,7,0,0
C. Bruletti,RCMF3,0.01,1,0,0
C. Bruletti,RDMF,0.01,3,0,0
C. Brunell,AMF,0.41000000000000003,4,1,1
C. Brunell,"AMF, RDMF",0.09,2,0,0
C. Brunell,"AMF, RW",0.25,2,1,1
C. Brunell,CF,0.49000000000000005,4,0,0
C. Brunell,"CF, RAMF",0.1,2,0,0
C. Brunell,LAMF,0.03,1,0,0
C. Brunell,RAMF,0.49000000000000005,3,0,0
C. Brunell,"RAMF, RW",0.43,3,0,0
C. Brunell,"RW, CF",0.05,1,1,0
C. Buckley,AMF,0.96,5,3,2
C. Buckley,"AMF, DMF, LDMF, RCMF3",0.21,1,1,0
C. Buckley,"AMF, LCMF",0.03,1,0,0
C. Buckley,"AMF, RCMF",0.2,2,2,0
C. Buckley,CF,1.96,10,4,2
C. Buckley,"DMF, LCMF",0.0,1,0,0
C. Buckley,"LCMF, LWB, RWB",0.16,2,0,0
C. Buckley,"LCMF, RCMF",0.17,4,2,0
C. Buckley,"LCMF3, RCMF3",0.05,2,1,0
C. Buckley,"LWB, RCMF3, CF",0.27,2,1,0
C. Buckley,RCMF,0.06,1,1,0
C. Buckley,"RCMF, CF",0.73,4,2,2
C. Buckley,"RCMF, RCMF3",0.02,3,0,0
C. Buckley,RCMF3,1.16,4,4,0
C. Calov,AMF,3.19,30,15,4
C. Calov,"AMF, CF",0.21,3,1,0
C. Calov,"AMF, CF, RAMF",0.97,2,1,1
C. Calov,"AMF, CF, RCMF",0.13,1,1,0
C. Calov,"AMF, LAMF",1.38,7,2,1
C. Calov,"AMF, LAMF, LW",0.23,5,3,0
C. Calov,"AMF, LCMF",0.29,4,2,1
C. Calov,"AMF, LCMF3",0.09,3,1,0
C. Calov,"AMF, LW, RW",0.05,1,0,0
C. Calov,"AMF, RCMF3",0.01,1,0,0
C. Calov,"AMF, RW",0.97,6,5,2
C. Calov,CF,0.97,10,6,3
C. Calov,"CF, LWF",0.58,7,4,0
C. Calov,"CF, RWB",0.37,4,2,0
C. Calov,"CF, RWF",0.38,3,0,0
C. Calov,LAMF,0.39,3,2,0
C. Calov,"LAMF, LCMF",0.17,3,1,0
C. Calov,LCMF,0.13,4,1,0
C. Calov,"LCMF, LW, CF",0.47,6,3,0
C. Calov,"LCMF, LW, RW",0.12,2,1,0
C. Calov,"LCMF, RCMF",0.15,5,1,0
C. Calov,"LCMF, RWB",0.01,1,0,0
C. Calov,"LCMF3, RCMF3",0.19,2,2,0
C. Calov,"LWB, CF",0.07,2,1,0
C. Calov,"LWB, LWF, RB5",0.08,1,0,0
C. Calov,"LWB, LWF, RWF",0.07,1,1,0
C. Calov,"LWB, RWB, RWF",0.01,1,0,0
C. Calov,"LWF, RW",0.46,3,1,0
C. Calov,RCMF3,0.06,2,1,0
C. Calov,"RCMF3, CF",0.67,3,1,1
C. Calov,"RW, RWB, RWF",0.46,3,2,1
C. Calov,RWF,0.03,1,0,0
C. Crockford,AMF,0.27999999999999997,4,1,0
C. Crockford,"AMF, LCMF, LDMF",0.05,1,1,0
C. Crockford,CF,0.37,4,1,1
C. Crockford,LCMF,0.01,1,0,0
C. Crockford,RDMF,0.15,1,0,0
C. Cruthers,DMF,0.05,3,1,0
C. Cruthers,"DMF, LDMF",0.08,1,0,0
C. Cruthers,"DMF, RCMF",0.09,2,1,0
C. Cruthers,"DMF, RDMF",0.0,1,0,0
C. Cruthers,LCMF,0.44,3,3,1
C. Cruthers,"LCMF, LDMF",0.09,1,0,0
C. Cruthers,"LCMF, RCMF",0.03,2,1,0
C. Cruthers,LDMF,0.6,9,1,0
C. Cruthers,RCMF,0.14,6,1,0
C. Cruthers,RCMF3,0.2,1,1,0
C. Desroches,CF,0.21,5,0,0
C. Dionne,AMF,1.29,15,1,0
C. Dionne,"AMF, CF",0.14,2,0,0
C. Dionne,"AMF, LAMF",0.51,4,2,0
C. Dionne,"AMF, LW",0.3,1,0,0
C. Dionne,CF,0.5800000000000001,8,3,2
C. Dionne,"CF, LW",0.0,1,0,0
C. Dionne,"CF, RW",0.01,1,0,0
C. Dionne,"RW, CF",0.02,1,0,0
C. Gerber,"CF, RW",0.2,3,2,0
C. Grabfelder,AMF,0.18,4,1,1
C. Grabfelder,"AMF, LAMF, LW, RCMF3",0.06,2,0,0
C. Grabfelder,"AMF, LCMF",0.05,2,0,0
C. Grabfelder,"AMF, LCMF, RCMF",0.06,3,0,0
C. Grabfelder,CF,0.27,2,1,0
C. Grabfelder,"CF, RCMF",0.07,3,1,1
C. Grabfelder,"LAMF, LWF",0.1,4,1,1
C. Grabfelder,"LAMF, RDMF",0.31,1,0,0
C. Grabfelder,"LCMF, LW",0.05,1,1,0
C. Grabfelder,LCMF3,0.69,6,2,2
C. Grabfelder,RCMF,0.07,2,0,0
C. Grabfelder,RCMF3,0.02,1,1,1
C. Griffith,"AMF, CF",0.02,1,0,0
C. Griffith,"AMF, RAMF",0.16,1,0,0
C. Griffith,CF,2.9299999999999997,18,10,2
C. Griffith,"CF, LAMF",2.05,11,5,1
C. Griffith,"CF, LW",1.8099999999999998,13,7,3
C. Griffith,LAMF,0.54,9,4,1
C. Griffith,"LW, RCMF",0.04,2,1,0
C. Heuer,CF,0.21,3,1,0
C. Heuer,RCMF,0.35,4,3,2
C. Kosakoff,CF,5.45,37,18,6
C. Lawrence,AMF,0.03,2,0,0
C. Lawrence,"AMF, CF",0.0,1,0,0
C. Lawrence,"AMF, LAMF",0.03,1,1,0
C. Lawrence,CF,0.22,3,2,0
C. Lawrence,LAMF,0.54,7,3,1
C. Lawrence,"LAMF, LW",0.06,1,1,0
C. Lawrence,LCMF,0.42000000000000004,9,3,0
C. Lawrence,"LCMF, LDMF, RCMF3",0.03,1,0,0
C. Lawrence,"LCMF, LW",0.1,2,0,0
C. Lawrence,"LCMF, RCMF",0.02,1,0,0
C. Lawrence,"LWF, RWF",1.1400000000000001,6,2,2
C. Lawrence,RCMF,0.0,1,0,0
C. Lawrence,"RCMF, RW",0.03,1,0,0
C. Leber,"CF, RB5, RW",0.23,2,0,0
C. Leber,RAMF,0.17,2,0,0
C. Leber,"RAMF, RW",0.16,1,1,0
C. Lofy,"CF, RCMF",0.04,1,1,0
C. Lofy,"LCMF, LDMF, CF",0.12,1,1,0
C. Lofy,LDMF,0.29,1,0,0
C. Lofy,"LDMF, RDMF",0.02,1,0,0
C. Lofy,RCMF,0.07,1,0,0
C. Lofy,RDMF,0.06,1,0,0
C. McCamy,"AMF, LDMF, RDMF",0.0,1,0,0
C. McCamy,DMF,0.19,1,1,1
C. McCamy,"DMF, LB",0.02,1,1,0
C. McCamy,"DMF, LCMF, RCMF",0.08,3,1,0
C. McCamy,"LAMF, LDMF",0.11,2,2,1
C. McCamy,"LAMF, RDMF",0.0,1,0,0
C. McCamy,"LB, LDMF",0.0,1,0,0
C. McCamy,LCMF,0.98,13,4,0
C. McCamy,"LCMF, LDMF",0.27999999999999997,7,4,1
C. McCamy,"LCMF, LW",0.21000000000000002,4,4,0
C. McCamy,"LCMF, RCMF",0.03,1,0,0
C. McCamy,"LCMF3, RCMF3",0.09,2,0,0
C. McCamy,LDMF,0.6900000000000001,12,4,0
C. McCamy,"LDMF, RDMF",0.07,3,0,0
C. McCamy,"LW, RCMF",0.21,2,0,0
C. McCamy,RCMF,0.19,5,1,0
C. McCamy,"RCMF, RCMF3, RDMF",0.01,1,0,0
C. McCamy,"RCMF, RW",0.06,4,0,0
C. McCamy,RDMF,0.01,1,0,0
C. Meyers,CF,0.2,2,0,0
C. Meyers,"LAMF, LB",0.0,1,0,0
C. Meyers,"LB, LCMF",0.0,1,0,0
C. Murador,CF,0.09,1,0,0
C. Murador,LAMF,0.03,1,0,0
C. Murador,"LW, CF",0.32,1,0,0
C. Murador,LWF,0.09,1,0,0
C. Oduro,"AMF, LAMF, RAMF",0.18,3,2,1
C. Oduro,CF,2.0300000000000002,9,3,0
C. Oduro,"CF, LW",0.46,6,3,0
C. Oduro,"CF, LW, RW",0.75,6,3,1
C. Oduro,"CF, RW",0.06,1,0,0
C. Oduro,"LAMF, LW, RW",0.16,2,0,0
C. Oduro,LCMF3,0.01,1,0,0
C. Oduro,"LW, CF",0.5,9,2,1
C. Oduro,"LW, RAMF",0.01,1,0,0
C. Oduro,"LW, RW, CF",0.33,3,1,0
C. Oduro,LWF,0.55,3,2,2
C. Oduro,"RW, CF",0.06,3,0,0
C. Oliver,"AMF, CF",0.04,1,1,0
C. Oliver,"AMF, RAMF",0.1,1,0,0
C. Oliver,CF,0.54,6,1,0
C. Oliver,"CF, RWB",0.03,1,0,0
C. Oliver,LAMF,0.48000000000000004,6,3,2
C. Oliver,"LAMF, RAMF",0.11,2,2,0
C. Oliver,RAMF,0.87,15,5,2
C. Oliver,"RAMF, RW",0.11,2,0,0
C. Peretti,RAMF,0.47,2,1,1
