player_name,team,Position,Wins,Losses,Draws
N. Cavallo,Davidson Wildcats,"LAMF, LB, RB",1,0,0
N. Cavallo,Davidson Wildcats,LB,28,1,3
N. Cavallo,Davidson Wildcats,"LB, LCB",0,0,1
N. Cavallo,Davidson Wildcats,"LB, LCB3",1,0,0
N. Cavallo,Davidson Wildcats,"LB, LCMF3",1,0,0
N. Cavallo,Davidson Wildcats,"LB, LWB",3,0,0
N. Cavallo,Davidson Wildcats,"LB, RB",6,0,2
N. Cavallo,Davidson Wildcats,"LB, RW",1,0,0
N. Cavallo,Davidson Wildcats,LB5,1,0,0
N. Cavallo,Davidson Wildcats,"LB5, LW",1,0,0
N. Cavallo,Davidson Wildcats,LCB3,1,0,0
N. Cavallo,Davidson Wildcats,LWB,6,0,0
N. Cavallo,Davidson Wildcats,RWB,1,0,0
N. Cavallo,UCLA Bruins,LB,6,0,3
N. Cavallo,UCLA Bruins,"LB, LW",1,0,0
N. Cavallo,UCLA Bruins,"LB, LW, RCMF",1,0,0
N. Cavallo,UCLA Bruins,LB5,4,0,1
N. Cavallo,UCLA Bruins,LWB,0,0,1
N. Collins,Rutgers Scarlet Knights,"CB, LCB",1,0,0
N. Collins,Rutgers Scarlet Knights,LB,1,0,0
N. Collins,Rutgers Scarlet Knights,"LB, LCB",1,0,0
N. Collins,Rutgers Scarlet Knights,"LB, LCB, RCB",1,0,0
N. Collins,Rutgers Scarlet Knights,LCB,9,0,1
N. Collins,Rutgers Scarlet Knights,"LCB, LCB3",2,0,0
N. Collins,Rutgers Scarlet Knights,"LCB, RCB",1,0,0
N. Collins,Rutgers Scarlet Knights,"LCB, RCB3",1,0,0
N. Collins,Rutgers Scarlet Knights,LCB3,2,0,0
N. Collins,Rutgers Scarlet Knights,"LCB3, RCB3",0,0,1
N. Collins,Rutgers Scarlet Knights,"RB, RCB",1,0,0
N. Collins,Rutgers Scarlet Knights,RCB,3,0,1
N. Collins,Rutgers Scarlet Knights,"RCB, RCB3",1,0,0
N. Demian,Ohio State Buckeyes,LCB,27,1,5
N. Demian,Ohio State Buckeyes,RCB,8,0,3
N. Glorioso,Coastal Carolina Chanticleers,"AMF, RWB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"CF, LCMF3",0,1,0
N. Glorioso,Coastal Carolina Chanticleers,"LAMF, LB, LW, RB",0,0,1
N. Glorioso,Coastal Carolina Chanticleers,"LAMF, RW",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"LB, LCMF3, RW",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"LB, LDMF, RB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"LB, LWB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"LB, RB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"LB, RCMF3",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,LB5,0,0,1
N. Glorioso,Coastal Carolina Chanticleers,"LB5, LW, RCMF",0,0,1
N. Glorioso,Coastal Carolina Chanticleers,"LB5, LWB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,"LB5, RB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,LCMF3,2,0,0
N. Glorioso,Coastal Carolina Chanticleers,LWB,1,0,3
N. Glorioso,Coastal Carolina Chanticleers,"LWF, RWF",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,RAMF,1,1,0
N. Glorioso,Coastal Carolina Chanticleers,"RAMF, RB, RW",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,RB,4,0,2
N. Glorioso,Coastal Carolina Chanticleers,"RB, RB5",0,0,1
N. Glorioso,Coastal Carolina Chanticleers,"RB, RW",2,0,1
N. Glorioso,Coastal Carolina Chanticleers,"RB, RWB",1,0,0
N. Glorioso,Coastal Carolina Chanticleers,RW,1,1,0
N. Glorioso,Coastal Carolina Chanticleers,RWB,2,0,0
N. Glorioso,Coastal Carolina Chanticleers,RWF,1,0,0
N. Glorioso,Wisconsin Badgers,DMF,1,0,0
N. Glorioso,Wisconsin Badgers,LB,2,0,0
N. Glorioso,Wisconsin Badgers,"LW, RW",1,0,0
N. Glorioso,Wisconsin Badgers,RAMF,2,0,1
N. Glorioso,Wisconsin Badgers,RB,3,0,1
N. Glorioso,Wisconsin Badgers,RW,5,0,0
N. Glorioso,Wisconsin Badgers,RWB,1,0,0
N. Joseph,Indiana Hoosiers,CF,1,0,0
N. Joseph,Indiana Hoosiers,RW,1,0,0
N. McHenry,Ohio State Buckeyes,0,1,0,0
N. McHenry,Ohio State Buckeyes,"AMF, RCB",0,0,1
N. McHenry,Ohio State Buckeyes,LB,1,0,0
N. McHenry,Ohio State Buckeyes,LCB,3,0,1
N. McHenry,Ohio State Buckeyes,"LCB, RCB",3,0,0
N. McHenry,Ohio State Buckeyes,"LCMF, RCMF",1,0,1
N. McHenry,Ohio State Buckeyes,"LW, RCMF",1,0,0
N. McHenry,Ohio State Buckeyes,"RCB, RW",1,0,0
N. McHenry,Ohio State Buckeyes,RCMF,2,0,0
N. Miller,Michigan Wolverines,CB,8,0,3
N. Miller,Michigan Wolverines,"CB, RCB",1,0,1
N. Miller,Michigan Wolverines,"CB, RCB, RCB3",1,0,0
N. Miller,Michigan Wolverines,LCB,1,0,0
N. Miller,Michigan Wolverines,LCB3,3,0,0
N. Miller,Michigan Wolverines,"LCB3, RCB3",1,0,0
N. Miller,Michigan Wolverines,RCB,10,0,8
N. Miller,Michigan Wolverines,RCB3,8,0,3
N. O'Brien,Washington Huskies,0,3,0,1
N. O'Brien,Washington Huskies,"AMF, CF",0,0,1
N. O'Brien,Washington Huskies,CF,15,0,10
N. Prince,Northwestern Wildcats,0,0,0,1
N. Prince,Northwestern Wildcats,CB,2,0,0
N. Prince,Northwestern Wildcats,"CB, RCB",5,0,0
N. Prince,Northwestern Wildcats,"RB, RCB",1,0,0
N. Prince,Northwestern Wildcats,RCB,29,0,6
N. Prince,Northwestern Wildcats,"RCB, RCB3",1,0,0
N. Prince,Northwestern Wildcats,RCB3,0,0,1
N. Rosamilia,Rutgers Scarlet Knights,0,3,0,0
N. Rosamilia,Rutgers Scarlet Knights,"AMF, CF",2,0,0
N. Rosamilia,Rutgers Scarlet Knights,"AMF, LAMF",1,0,0
N. Rosamilia,Rutgers Scarlet Knights,CF,11,0,1
N. Rosamilia,Rutgers Scarlet Knights,"CF, LCMF3",0,0,1
N. Rosamilia,Rutgers Scarlet Knights,"CF, LW",3,1,0
N. Rosamilia,Rutgers Scarlet Knights,"CF, LW, RW",1,0,0
N. Rosamilia,Rutgers Scarlet Knights,"CF, RAMF",0,0,1
N. Rosamilia,Rutgers Scarlet Knights,"CF, RW",3,0,0
N. Rosamilia,Rutgers Scarlet Knights,"CF, RWF",1,0,0
N. Rosamilia,Rutgers Scarlet Knights,LAMF,1,0,0
N. Rosamilia,Rutgers Scarlet Knights,"LAMF, LCMF3, LWF, RAMF",0,0,1
N. Rosamilia,Rutgers Scarlet Knights,LDMF,1,0,0
N. Rosamilia,Rutgers Scarlet Knights,LW,2,0,0
N. Rosamilia,Rutgers Scarlet Knights,"LW, RCMF",1,0,0
N. Rosamilia,Rutgers Scarlet Knights,LWF,1,0,0
N. Rosamilia,Rutgers Scarlet Knights,"LWF, RWF",1,0,1
N. Rosamilia,Rutgers Scarlet Knights,RAMF,4,0,0
N. Rosamilia,Rutgers Scarlet Knights,"RAMF, CF",1,0,0
N. Rosamilia,Rutgers Scarlet Knights,RW,2,0,2
N. Røjel,UCLA Bruins,0,2,0,0
N. Røjel,UCLA Bruins,CF,5,0,2
N. Røjel,UCLA Bruins,"CF, LWF",1,0,0
N. Røjel,UCLA Bruins,LWF,0,0,1
N. Røjel,Wofford Terriers,CF,23,0,7
N. Røjel,Wofford Terriers,"CF, RWF",0,0,1
N. Skubis,Ohio State Buckeyes,CF,2,0,0
N. Skubis,Ohio State Buckeyes,"CF, LCMF, RW",1,0,0
N. Skubis,Ohio State Buckeyes,"CF, LW",1,0,1
N. Skubis,Ohio State Buckeyes,"LAMF, RAMF",1,0,0
N. Skubis,Ohio State Buckeyes,"LCMF, LW",1,0,0
N. Skubis,Ohio State Buckeyes,"LW, RW",1,0,0
N. Skubis,Ohio State Buckeyes,LWF,1,0,0
N. Skubis,Ohio State Buckeyes,RW,3,0,1
N. Skubis,Ohio State Buckeyes,"RW, CF",1,0,0
O. Foster,LMU Lions,RW,1,0,0
O. Foster,San Diego Toreros,"AMF, CF",0,0,1
O. Foster,San Diego Toreros,CF,10,0,2
O. Foster,San Diego Toreros,"LWF, RW, RWF",0,1,0
O. Foster,San Diego Toreros,"RWB, CF",0,0,1
O. Foster,San Diego Toreros,RWF,1,0,0
O. Maeland,Rutgers Scarlet Knights,AMF,2,0,0
O. Maeland,Rutgers Scarlet Knights,"AMF, CF",2,0,0
O. Maeland,Rutgers Scarlet Knights,"AMF, CF, RWB",1,0,0
O. Maeland,Rutgers Scarlet Knights,"AMF, LW",1,0,0
O. Maeland,Rutgers Scarlet Knights,CF,21,0,3
O. Maeland,Rutgers Scarlet Knights,"CF, LAMF",0,0,1
O. Maeland,Rutgers Scarlet Knights,"CF, LW",2,0,1
O. Maeland,Rutgers Scarlet Knights,"CF, RAMF",3,0,0
O. Maeland,Rutgers Scarlet Knights,"CF, RW",1,0,0
O. Maeland,Rutgers Scarlet Knights,"CF, RWF",1,0,0
O. Maeland,Rutgers Scarlet Knights,LAMF,2,0,1
O. Maeland,Rutgers Scarlet Knights,"LAMF, LW, RAMF",0,0,1
O. Maeland,Rutgers Scarlet Knights,"LAMF, RAMF",2,0,1
O. Maeland,Rutgers Scarlet Knights,"LCMF3, RW",1,0,0
O. Maeland,Rutgers Scarlet Knights,LW,3,0,1
O. Maeland,Rutgers Scarlet Knights,"LW, CF",0,1,0
O. Maeland,Rutgers Scarlet Knights,"LW, RW",2,0,0
O. Maeland,Rutgers Scarlet Knights,LWF,2,1,1
O. Maeland,Rutgers Scarlet Knights,"LWF, RWF",1,0,1
O. Maeland,Rutgers Scarlet Knights,RAMF,3,0,1
O. Maeland,Rutgers Scarlet Knights,"RAMF, RW",1,0,0
O. Maeland,Rutgers Scarlet Knights,RW,8,0,0
O. Maeland,Rutgers Scarlet Knights,RWF,1,0,1
O. Martin,Michigan Wolverines,0,2,0,0
O. Martin,Michigan Wolverines,AMF,1,0,0
O. Martin,Michigan Wolverines,"AMF, CF",1,0,0
O. Martin,Michigan Wolverines,CF,7,0,2
O. Martin,Michigan Wolverines,"CF, RCMF3",0,0,1
O. Martin,Michigan Wolverines,"LCMF3, RCMF3",1,0,0
O. Martin,Michigan Wolverines,"LWF, RWB",0,0,1
O. Martin,Michigan Wolverines,RB,1,0,0
O. Martin,Michigan Wolverines,RCMF,0,0,1
O. Martin,Michigan Wolverines,"RCMF, RWB",1,0,0
O. Martin,Michigan Wolverines,RCMF3,1,0,0
O. Martin,Michigan Wolverines,RW,0,0,1
O. Martin,Michigan Wolverines,RWF,3,0,0
O. Stefansson,Wisconsin Badgers,"LCMF, RCMF",0,0,1
O. Stefansson,Wisconsin Badgers,"LW, RW",1,0,0
O. Stefansson,Wisconsin Badgers,RW,4,0,0
P. Grassi,UCLA Bruins,CB,1,0,0
P. Grassi,UCLA Bruins,"CB, LCB",2,0,0
P. Grassi,UCLA Bruins,"CB, LCB3",1,0,0
P. Grassi,UCLA Bruins,"CB, RCB",1,0,0
P. Grassi,UCLA Bruins,"CB, RCB3",1,0,0
P. Grassi,UCLA Bruins,"LB, LCB",1,0,0
P. Grassi,UCLA Bruins,LCB,21,4,4
P. Grassi,UCLA Bruins,"LCB, LCB3",6,0,0
P. Grassi,UCLA Bruins,"LCB, RB, RCB",0,0,1
P. Grassi,UCLA Bruins,"LCB, RCB",4,0,0
P. Grassi,UCLA Bruins,LCB3,3,0,3
P. Grassi,UCLA Bruins,"LCB3, RCB",1,0,0
P. Grassi,UCLA Bruins,RCB,7,0,0
P. Grassi,UCLA Bruins,"RCB, RCB3",1,0,0
P. Grassi,UCLA Bruins,RCB3,0,0,1
P. Greenlee,UCLA Bruins,0,9,0,1
P. Greenlee,UCLA Bruins,"LAMF, RAMF",1,0,0
P. Greenlee,UCLA Bruins,LB,1,0,0
P. Greenlee,UCLA Bruins,"LB, RB",0,0,1
P. Greenlee,UCLA Bruins,"LCB, RW",1,0,0
P. Greenlee,UCLA Bruins,"RAMF, RB",1,0,0
P. Greenlee,UCLA Bruins,RB,15,0,4
P. Greenlee,UCLA Bruins,"RB, RB5",1,0,0
P. Greenlee,UCLA Bruins,"RB, RCB3",1,0,0
P. Greenlee,UCLA Bruins,RB5,6,0,1
P. Greenlee,UCLA Bruins,"RB5, RCB3",2,0,0
P. Greenlee,UCLA Bruins,"RB5, RWB",1,0,0
P. Greenlee,UCLA Bruins,"RCB3, RWB",0,0,1
P. Greenlee,UCLA Bruins,RW,1,0,0
P. Greenlee,UCLA Bruins,RWB,0,0,2
P. Grinstead,Ohio State Buckeyes,AMF,1,0,0
P. Grinstead,Ohio State Buckeyes,"AMF, LAMF",1,0,1
P. Grinstead,Ohio State Buckeyes,"AMF, LCMF, RDMF",1,0,0
P. Grinstead,Ohio State Buckeyes,CF,4,0,0
P. Grinstead,Ohio State Buckeyes,"CF, LW, RW",1,0,0
P. Grinstead,Ohio State Buckeyes,"CF, RW",2,0,0
P. Grinstead,Ohio State Buckeyes,LAMF,4,0,2
P. Grinstead,Ohio State Buckeyes,"LAMF, LDMF",1,0,0
P. Grinstead,Ohio State Buckeyes,"LAMF, LW",2,0,0
P. Grinstead,Ohio State Buckeyes,"LAMF, LW, RB",0,0,1
P. Grinstead,Ohio State Buckeyes,"LAMF, RAMF",4,0,0
P. Grinstead,Ohio State Buckeyes,"LB5, LWB, RCMF",0,0,1
P. Grinstead,Ohio State Buckeyes,"LCMF, RCMF",1,0,0
P. Grinstead,Ohio State Buckeyes,LW,9,1,1
P. Grinstead,Ohio State Buckeyes,"LW, RAMF",1,0,0
P. Grinstead,Ohio State Buckeyes,"LW, RCMF, RW",1,0,0
P. Grinstead,Ohio State Buckeyes,"LW, RCMF3, RW",1,0,0
P. Grinstead,Ohio State Buckeyes,"LW, RW",11,0,5
P. Grinstead,Ohio State Buckeyes,RAMF,2,0,0
P. Grinstead,Ohio State Buckeyes,"RAMF, CF",1,0,0
P. Grinstead,Ohio State Buckeyes,"RCMF3, RW",1,0,0
P. Grinstead,Ohio State Buckeyes,RW,13,0,5
P. Kingston,Seattle Redhawks,0,1,0,0
P. Kingston,Seattle Redhawks,AMF,2,0,0
P. Kingston,Seattle Redhawks,"AMF, DMF, LAMF, LCMF3",1,0,0
P. Kingston,Seattle Redhawks,"AMF, LCMF",1,0,0
P. Kingston,Seattle Redhawks,"AMF, LCMF, RCMF",1,0,0
P. Kingston,Seattle Redhawks,"AMF, LCMF, RCMF, RW",1,0,0
P. Kingston,Seattle Redhawks,"AMF, LCMF, RWB",1,0,0
P. Kingston,Seattle Redhawks,"AMF, RCMF",1,0,0
P. Kingston,Seattle Redhawks,DMF,1,0,0
P. Kingston,Seattle Redhawks,"DMF, LB5, RCMF3",0,1,0
P. Kingston,Seattle Redhawks,"DMF, RCMF",1,0,0
P. Kingston,Seattle Redhawks,LAMF,1,0,0
P. Kingston,Seattle Redhawks,LB,4,1,1
P. Kingston,Seattle Redhawks,"LB, LWB",1,0,0
P. Kingston,Seattle Redhawks,LB5,1,0,0
P. Kingston,Seattle Redhawks,"LB5, LCMF",1,0,0
P. Kingston,Seattle Redhawks,LCMF,1,0,0
P. Kingston,Seattle Redhawks,"LCMF, LDMF",0,1,0
P. Kingston,Seattle Redhawks,"LCMF, LDMF, RDMF",1,0,0
P. Kingston,Seattle Redhawks,"LCMF, LW, RCMF",1,0,0
P. Kingston,Seattle Redhawks,"LCMF, RB",1,0,0
P. Kingston,Seattle Redhawks,"LCMF, RB, RWB",1,0,0
P. Kingston,Seattle Redhawks,"LCMF, RCMF",6,0,0
P. Kingston,Seattle Redhawks,"LCMF, RCMF, RWB",1,0,0
P. Kingston,Seattle Redhawks,"LCMF, RWB",1,0,0
P. Kingston,Seattle Redhawks,"LCMF3, LDMF, RDMF",1,0,0
P. Kingston,Seattle Redhawks,"LCMF3, LWB, RCMF",1,0,0
P. Kingston,Seattle Redhawks,LDMF,1,0,0
P. Kingston,Seattle Redhawks,"LDMF, RCMF",1,0,0
P. Kingston,Seattle Redhawks,"LW, RW, RWB, CF",1,0,0
P. Kingston,Seattle Redhawks,RB,1,0,0
P. Kingston,Seattle Redhawks,RCMF,2,1,0
P. Kingston,Seattle Redhawks,"RCMF, CF",1,0,0
P. Kingston,Washington Huskies,"AMF, CF",2,0,1
P. Kingston,Washington Huskies,"AMF, CF, RAMF",1,0,0
P. Kingston,Washington Huskies,"AMF, LDMF, RDMF",1,0,0
P. Kingston,Washington Huskies,"AMF, RW",0,0,1
P. Kingston,Washington Huskies,CF,1,0,2
P. Kingston,Washington Huskies,LAMF,0,0,1
P. Kingston,Washington Huskies,LCMF,2,0,0
P. Kingston,Washington Huskies,"LCMF, RW",1,0,0
P. Kingston,Washington Huskies,"LDMF, RDMF",1,0,1
P. Kingston,Washington Huskies,LW,3,0,0
P. Kingston,Washington Huskies,"LW, RB",1,0,0
P. Kingston,Washington Huskies,"LW, RB, RW",2,0,0
P. Kingston,Washington Huskies,"LW, RW",2,0,3
P. Kingston,Washington Huskies,"LW, RW, CF",1,0,0
P. Kingston,Washington Huskies,RAMF,0,0,1
P. Kingston,Washington Huskies,"RAMF, RW",1,0,0
P. Kingston,Washington Huskies,"RB, RW",1,0,1
P. Kingston,Washington Huskies,RCMF,0,0,1
P. Kingston,Washington Huskies,RW,1,0,1
P. Kingston,Washington Huskies,"RW, CF",2,0,0
P. Lurot,Indianapolis Greyhounds,LCB,0,0,1
P. Lurot,Michigan Wolverines,CB,1,0,0
P. Lurot,Michigan Wolverines,"CB, DMF, RCMF3",1,0,0
P. Lurot,Michigan Wolverines,"CB, LCB3",1,0,0
P. Lurot,Michigan Wolverines,RB,1,0,0
P. Lurot,Michigan Wolverines,RCB3,0,0,1
P. McDonald,Indiana Hoosiers,0,1,2,0
P. McDonald,Indiana Hoosiers,"AMF, LCMF",1,0,0
P. McDonald,Indiana Hoosiers,"AMF, LDMF",1,0,0
P. McDonald,Indiana Hoosiers,DMF,1,0,3
P. McDonald,Indiana Hoosiers,"DMF, LCMF",1,0,0
P. McDonald,Indiana Hoosiers,"DMF, LCMF, LW",1,0,0
P. McDonald,Indiana Hoosiers,"DMF, LCMF, RCMF",1,0,0
P. McDonald,Indiana Hoosiers,"DMF, LDMF",1,0,0
P. McDonald,Indiana Hoosiers,"LB, LCMF",1,0,0
P. McDonald,Indiana Hoosiers,LCMF,26,2,7
P. McDonald,Indiana Hoosiers,"LCMF, LDMF",3,0,2
P. McDonald,Indiana Hoosiers,"LCMF, RCMF",8,0,3
P. McDonald,Indiana Hoosiers,"LCMF, RCMF, RDMF",1,0,0
P. McDonald,Indiana Hoosiers,"LCMF, RDMF",1,0,0
P. McDonald,Indiana Hoosiers,LDMF,8,3,1
P. McDonald,Indiana Hoosiers,"LDMF, RCMF",1,0,0
P. McDonald,Indiana Hoosiers,LWB,1,0,0
P. McDonald,Indiana Hoosiers,RCMF,4,0,0
P. McDonald,Indiana Hoosiers,"RCMF, RDMF",0,0,1
P. McLaughlin,Ohio State Buckeyes,GK,6,0,2
P. Naef,UCLA Bruins,0,3,0,1
P. Naef,UCLA Bruins,CF,2,0,2
P. Naef,UCLA Bruins,"CF, RAMF, RDMF",1,0,0
P. Naef,UCLA Bruins,LCMF,0,0,1
P. Naef,UCLA Bruins,"LW, RB5",1,0,0
P. Naef,UCLA Bruins,RAMF,1,0,0
P. Naef,UCLA Bruins,RB5,1,0,0
P. Naef,UCLA Bruins,"RCMF3, RW",1,0,0
P. Naef,UCLA Bruins,RW,4,0,1
P. Naef,UCLA Bruins,RWB,1,0,0
P. Naef,UCLA Bruins,RWF,3,0,1
P. O'Toole,Michigan Wolverines,0,1,0,1
P. O'Toole,Michigan Wolverines,CB,1,0,0
P. O'Toole,Michigan Wolverines,LB,0,0,1
P. O'Toole,Michigan Wolverines,"LCB3, RCB3",1,0,0
P. O'Toole,Michigan Wolverines,"RAMF, RW",1,0,0
P. O'Toole,Michigan Wolverines,RB,5,0,1
P. O'Toole,Michigan Wolverines,RB5,0,0,1
P. O'Toole,Michigan Wolverines,RCB3,2,0,1
P. Reisz,Northwestern Wildcats,0,3,0,2
P. Reisz,Northwestern Wildcats,"AMF, LDMF",1,0,0
P. Reisz,Northwestern Wildcats,CF,8,0,0
P. Reisz,Northwestern Wildcats,LCMF,2,0,0
P. Reisz,Northwestern Wildcats,LCMF3,1,0,0
P. Reisz,Northwestern Wildcats,"LCMF3, CF",1,0,0
P. Reisz,Northwestern Wildcats,LDMF,1,0,1
P. Reisz,Northwestern Wildcats,RCMF,1,0,0
P. Reisz,Northwestern Wildcats,RDMF,4,0,0
P. Son,Northwestern Wildcats,0,7,0,1
P. Son,Northwestern Wildcats,"AMF, LWB",0,0,1
P. Son,Northwestern Wildcats,CF,5,2,0
P. Son,Northwestern Wildcats,"CF, LW",1,0,0
P. Son,Northwestern Wildcats,"CF, LWF",1,0,0
P. Son,Northwestern Wildcats,LAMF,8,0,3
P. Son,Northwestern Wildcats,"LAMF, LW",1,0,0
P. Son,Northwestern Wildcats,"LAMF, RAMF",1,0,1
P. Son,Northwestern Wildcats,"LB5, LW",0,0,1
P. Son,Northwestern Wildcats,"LCMF, LW",1,0,0
P. Son,Northwestern Wildcats,"LCMF3, CF",1,0,0
P. Son,Northwestern Wildcats,"LCMF3, LWF",1,0,0
P. Son,Northwestern Wildcats,LW,9,0,4
P. Son,Northwestern Wildcats,"LW, CF",1,0,0
P. Son,Northwestern Wildcats,"LW, LWF",1,0,0
P. Son,Northwestern Wildcats,LWB,1,0,0
P. Son,Northwestern Wildcats,RAMF,2,0,0
P. Son,Northwestern Wildcats,"RAMF, RWF",1,0,0
P. Son,Northwestern Wildcats,RCMF,1,0,0
P. Son,Northwestern Wildcats,"RCMF3, RWF",1,0,0
P. Son,Northwestern Wildcats,RW,1,0,0
Q. Elliot,Indiana Hoosiers,LB,3,0,1
Q. Elliot,Indiana Hoosiers,"LB, RB",2,0,1
Q. Elliot,Indiana Hoosiers,"LB, RB, RW",1,0,0
Q. Elliot,Indiana Hoosiers,"LCB3, RB",1,0,0
Q. Elliot,Indiana Hoosiers,RB,3,0,3
Q. Elliot,Indiana Hoosiers,"RB, RB5",1,0,0
Q. Elliot,Indiana Hoosiers,"RB, RWB",1,0,0
Q. Elliot,Louisville Cardinals,0,1,0,0
Q. Elliot,Louisville Cardinals,LB,20,1,3
Q. Elliot,Louisville Cardinals,"LB, LCB, RB",1,0,0
Q. Elliot,Louisville Cardinals,"LB, LWB",1,0,1
Q. Elliot,Louisville Cardinals,"LB, LWB, RB",1,0,0
Q. Elliot,Louisville Cardinals,"LB, RB",2,0,0
Q. Elliot,Louisville Cardinals,"LB5, LWB",2,0,0
Q. Elliot,Louisville Cardinals,"LWB, RWB",2,1,0
Q. Elliot,Louisville Cardinals,"RAMF, RB",1,0,0
Q. Elliot,Louisville Cardinals,RB,0,0,1
Q. Elliot,Louisville Cardinals,RWB,0,0,1
Q. Rogers,Michigan Wolverines,"AMF, LCMF, RCMF",1,0,0
Q. Rogers,Michigan Wolverines,"CB, LCMF3",1,0,0
Q. Rogers,Michigan Wolverines,DMF,9,3,1
Q. Rogers,Michigan Wolverines,"DMF, LCB, RCMF",1,0,0
Q. Rogers,Michigan Wolverines,"DMF, LCMF",3,0,0
Q. Rogers,Michigan Wolverines,"DMF, LCMF, RCMF",0,0,2
Q. Rogers,Michigan Wolverines,"DMF, LDMF, RDMF",1,0,1
Q. Rogers,Michigan Wolverines,"DMF, RB, RCB3, RCMF",0,1,0
Q. Rogers,Michigan Wolverines,"DMF, RCB",1,0,0
Q. Rogers,Michigan Wolverines,"DMF, RCMF",1,0,1
Q. Rogers,Michigan Wolverines,LCMF,2,0,0
Q. Rogers,Michigan Wolverines,"LCMF, RB",1,0,0
Q. Rogers,Michigan Wolverines,"LCMF, RCMF",5,0,2
Q. Rogers,Michigan Wolverines,"LCMF, RCMF3",1,0,0
Q. Rogers,Michigan Wolverines,LDMF,2,0,0
Q. Rogers,Michigan Wolverines,"LDMF, RB",1,0,0
Q. Rogers,Michigan Wolverines,"LDMF, RDMF",0,1,0
Q. Rogers,Michigan Wolverines,"RCB, RDMF",1,0,0
Q. Rogers,Michigan Wolverines,RCMF,4,0,3
Q. Rogers,Michigan Wolverines,"RCMF, RDMF",0,0,1
Q. Rogers,Michigan Wolverines,RCMF3,2,0,0
Q. Rogers,Michigan Wolverines,RDMF,1,0,0
R. Aman,Washington Huskies,0,2,0,0
R. Aman,Washington Huskies,AMF,1,0,2
R. Aman,Washington Huskies,"AMF, LAMF",3,0,0
R. Aman,Washington Huskies,"AMF, LW",0,0,1
R. Aman,Washington Huskies,CF,6,0,4
R. Aman,Washington Huskies,"CF, LAMF",1,0,0
R. Aman,Washington Huskies,"CF, LW",1,0,1
R. Aman,Washington Huskies,"CF, RW",2,0,0
R. Aman,Washington Huskies,LAMF,4,0,2
R. Aman,Washington Huskies,"LAMF, LW",1,0,1
R. Aman,Washington Huskies,"LAMF, LW, CF",1,0,1
R. Aman,Washington Huskies,"LAMF, LW, RAMF",1,0,0
R. Aman,Washington Huskies,"LAMF, RAMF",1,0,0
R. Aman,Washington Huskies,LW,8,0,1
R. Aman,Washington Huskies,"LW, RW",3,0,2
R. Aman,Washington Huskies,"RAMF, RW",1,0,0
R. Aman,Washington Huskies,RW,3,0,0
R. Burlew,NKU Norse,"AMF, LCMF3, CF",1,0,0
R. Burlew,NKU Norse,"AMF, LDMF, LW, RAMF",1,0,0
R. Burlew,NKU Norse,"AMF, RCMF, RDMF",1,0,0
R. Burlew,NKU Norse,"AMF, RWB",1,0,0
R. Burlew,NKU Norse,"CB, RCB3",1,0,0
R. Burlew,NKU Norse,"DMF, LB",0,1,0
R. Burlew,NKU Norse,"DMF, RB, RW",1,0,0
R. Burlew,NKU Norse,"LB, LCMF, RB",1,0,0
R. Burlew,NKU Norse,"LB, RB",3,0,0
R. Burlew,NKU Norse,"LB, RDMF",1,0,0
R. Burlew,NKU Norse,"LCMF, RB",1,0,0
R. Burlew,NKU Norse,"LCMF, RB, RCMF",1,0,0
R. Burlew,NKU Norse,"LCMF3, RCMF, RDMF",1,0,0
R. Burlew,NKU Norse,"LDMF, RDMF",1,0,0
R. Burlew,NKU Norse,"LWB, RB, RCMF3",1,0,0
R. Burlew,NKU Norse,"RAMF, RB, RDMF",1,0,0
R. Burlew,NKU Norse,RB,14,0,3
R. Burlew,NKU Norse,"RB, RCB3",5,0,0
R. Burlew,NKU Norse,"RB, RDMF",1,0,0
R. Burlew,NKU Norse,"RB, RWB",1,0,0
R. Burlew,NKU Norse,RCB,1,0,0
R. Burlew,NKU Norse,"RCB, RCB3",1,0,0
R. Burlew,NKU Norse,"RCB3, RCMF, RWB",1,0,0
R. Burlew,NKU Norse,RCMF,1,0,0
R. Burlew,NKU Norse,RWB,3,1,0
R. Burlew,Wisconsin Badgers,RB,10,0,2
R. Burlew,Wisconsin Badgers,"RB, RW",1,0,0
R. Eisa,Wisconsin Badgers,0,0,0,1
R. Eisa,Wisconsin Badgers,CF,9,0,3
R. Eisa,Wisconsin Badgers,"LB, CF",1,0,0
R. Gourdie,San Diego Toreros,0,1,0,0
R. Gourdie,San Diego Toreros,AMF,1,0,0
R. Gourdie,San Diego Toreros,"AMF, LAMF, LDMF",1,0,0
R. Gourdie,San Diego Toreros,"AMF, LCMF, LWB, RCMF",1,0,0
